Stage,Profession,Detailed Profession,Char Name,Skill Order,Rarity,Attack,Attack Interval,Attack Speed Modifier,SP Type,SP Cost,Init SP,Skill Duration,Trait Dict,Trait Desc,Talent Dict,Talent Desc,Skill Dict,Skill Desc
1507,Medic,Multiple Medic 3,夜莺,1,6,323,2.85,0,Auto,32,20,30.0,{},[],{'magic_resistance': 10.0},"['攻击范围内的友方单位法术抗性+10', None]",{'atk': 0.7},攻击力+70%
1507,Medic,Multiple Medic 3,夜莺,2,6,323,2.85,0,Auto,10,0,-1.0,{},[],{'magic_resistance': 10.0},"['攻击范围内的友方单位法术抗性+10', None]","{'atk_scale': 0.6, 'magic_resistance': 15.0, 'duration': 4.0, 'ct': 2.0}",下次治疗使所有目标获得一个持续4秒的护盾\n护盾能吸收相当于夜莺攻击力60%的法术伤害，同时使目标法术抗性+15；可充能2次
2307,Guard,Single Guard 2,缠丸,1,4,770,1.5,0,Auto,24,7,0.0,{},[],"{'def': -0.2, 'max_hp': 0.23}",['防御力-20%，但最大生命值+23%<@ba.talpu>（+3%）</>'],{'heal_scale': 0.4},立即恢复最大生命的40%
2307,Guard,Single Guard 2,缠丸,2,4,770,1.5,0,Auto,29,5,12.0,{},[],"{'def': -0.2, 'max_hp': 0.23}",['防御力-20%，但最大生命值+23%<@ba.talpu>（+3%）</>'],{'atk': 1.05},防御力降至0，攻击力+105%
2307,Guard,Single Guard 2,芙兰卡,1,5,842,1.5,0,Auto,39,10,35.0,{},[],{'prob': 0.2},['攻击时有20%的几率无视目标的防御'],"{'atk': 0.34, 'attack_speed': 35.0}",攻击力+34%，攻击速度+35
2307,Guard,Single Guard 2,芙兰卡,2,5,842,1.5,0,Auto,20,5,26.0,{},[],{'prob': 0.2},['攻击时有20%的几率无视目标的防御'],"{'atk': 0.7, 'talent_scale': 2.5}",防御力降至0，攻击力+70%，天赋无视防御的概率提高至2倍
2307,Guard,Single Guard 2,炎客,1,5,802,1.5,0,Attack,4,0,0.0,{},[],"{'max_hp': 40.0, 'max_stack_cnt': 30.0}",['每击杀一名敌人后自身的生命上限提高40，最多可以叠加30次'],"{'atk_scale': 1.9, 'hp_ratio': 0.07}",下次攻击的攻击力提高至190%，并回复自身7%的生命
2307,Guard,Single Guard 2,炎客,2,5,802,1.5,0,Attack,48,0,0.0,{},[],"{'max_hp': 40.0, 'max_stack_cnt': 30.0}",['每击杀一名敌人后自身的生命上限提高40，最多可以叠加30次'],"{'atk': 0.5, 'attack_speed': 30.0}",攻击力+50%，攻击速度+30\n持续时间无限
2307,Guard,Single Guard 2,断罪者,1,4,802,1.5,0,Auto,5,0,0.0,{},[],"{'cost': -4.0, 'respawn_time': -15.0, 'stun': 10.0}",['部署费用-4，再部署时间-15秒，但部署后晕眩10秒'],"{'atk_scale': 1.7, 'peacok_s_1[crit].prob': 0.05, 'peacok_s_1[crit].atk_scale': 4.0, 'atk_scale_fake': 6.8}",下次攻击的攻击力提升至170%（有5%的概率变为680%）\n可充能3次
2307,Guard,Single Guard 2,断罪者,2,4,802,1.5,0,Auto,17,2,0.0,{},[],"{'cost': -4.0, 'respawn_time': -15.0, 'stun': 10.0}",['部署费用-4，再部署时间-15秒，但部署后晕眩10秒'],"{'prob': 0.5, 'success.atk_scale': 2.6, 'success.silence': 3.0, 'failure.stun': 5.0}",使周围所有敌人立即受到攻击力260%的法术伤害并失去特殊能力3秒\n有50%的几率失败，失败时范围内的所有友方单位全部晕眩{failure.stun}秒
2307,Guard,Single Guard 3,斯卡蒂,1,6,906,1.5,0,Auto,39,10,35.0,{},[],"{'atk': 0.14, 'respawn_time': -10.0}","['所有【深海猎人】干员的攻击力+14%', '自身再部署时间-10秒']","{'atk': 0.34, 'attack_speed': 35.0}",攻击力+34%，攻击速度+35
2307,Guard,Single Guard 3,斯卡蒂,2,6,906,1.5,0,Passive,0,0,-1.0,{},[],"{'atk': 0.14, 'respawn_time': -10.0}","['所有【深海猎人】干员的攻击力+14%', '自身再部署时间-10秒']","{'atk': 1.2, 'duration': 25.0}",部署后25秒内攻击力+120%
2307,Guard,Single Guard 3,斯卡蒂,3,6,906,1.5,0,Auto,90,60,41.0,{},[],"{'atk': 0.14, 'respawn_time': -10.0}","['所有【深海猎人】干员的攻击力+14%', '自身再部署时间-10秒']","{'atk': 1.0, 'def': 1.0, 'max_hp': 1.0}",攻击力、防御力和生命上限各+100%
2307,Guard,Support Guard 2,杜宾,1,4,524,1.05,0,Attack,4,0,0.0,{},[],{'atk': 0.11},['所有三星干员的攻击力+11%<@ba.talpu>（+1%）</>'],{'atk_scale': 2.0},下次攻击的攻击力提高至200%
2307,Guard,Support Guard 2,杜宾,2,4,524,1.05,0,Auto,74,34,25.0,{},[],{'atk': 0.11},['所有三星干员的攻击力+11%<@ba.talpu>（+1%）</>'],"{'atk': 0.5, 'talent_scale': 2.7}",攻击力+50%，天赋的效果提升至2.7倍
2307,Guard,Support Guard 2,诗怀雅,1,5,573,1.05,0,Auto,50,20,27.0,{},[],{'atk': 0.1},['在场时周围8格内的近战友方单位攻击力+10%'],"{'talent_scale': 2.0, 'talent_range_flag': 1.0, 'atk': 0.75}",天赋生效范围大幅度扩大，效果提升至2倍
2307,Guard,Support Guard 2,诗怀雅,2,5,573,1.05,0,Attack,50,20,21.0,{},[],{'atk': 0.1},['在场时周围8格内的近战友方单位攻击力+10%'],"{'talent_scale': 2.7, 'atk': 0.5}",攻击力+50%，天赋效果提升至2倍
2307,Guard,Magic Guard 2,慕斯,1,4,630,1.25,0,Attack,5,0,0.0,{},[],{'prob': 0.23},['攻击时有23%<@ba.talpu>（+3%）</>的几率连续攻击两次'],"{'atk': 0.6, 'frncat_s_1[debuff].atk': -0.25, 'frncat_s_1[debuff].duration': 5.0}",下次攻击时攻击力+60%，5秒内使击中目标攻击力-25%
2307,Guard,Magic Guard 2,慕斯,2,4,630,1.25,0,Auto,80,30,40.0,{},[],{'prob': 0.23},['攻击时有23%<@ba.talpu>（+3%）</>的几率连续攻击两次'],"{'atk': 0.45, 'def': 0.45}",攻击力和防御力各+45%
2307,Guard,Magic Guard 2,星极,1,5,610,1.25,0,Auto,34,6,30.0,{},[],"{'max_stack_cnt': 5.0, 'interval': 20.0, 'attack_speed': 5.0}",['每在场上停留20秒，攻击速度+5，最多可以叠加5次'],"{'atk': 0.4, 'def': 0.6}",攻击力+40%，防御力+60%
2307,Guard,Magic Guard 2,星极,2,5,610,1.25,0,Auto,24,6,12.0,{},[],"{'max_stack_cnt': 5.0, 'interval': 20.0, 'attack_speed': 5.0}",['每在场上停留20秒，攻击速度+5，最多可以叠加5次'],"{'atk': 0.6, 'def': 0.6, 'block_cnt': 1.0}",攻击力+60%，防御力+60%，阻挡数+1，同时攻击阻挡的所有敌人
2307,Guard,Magic Guard 2,铸铁,1,5,545,1.25,0,Auto,24,9,0.0,{},[],"{'times': 7.0, 'attack_speed': 15.0, 'one_minus_status_resistance': -0.5}",['击杀7个敌人后获得攻击速度+15和抵抗（晕眩、寒冷和冻结的持续时间减少50%）'],{'heal_scale': 0.5},立即恢复最大生命的50%
2307,Guard,Magic Guard 2,铸铁,2,5,545,1.25,0,Auto,34,10,27.0,{},[],"{'times': 7.0, 'attack_speed': 15.0, 'one_minus_status_resistance': -0.5}",['击杀7个敌人后获得攻击速度+15和抵抗（晕眩、寒冷和冻结的持续时间减少50%）'],"{'atk': 0.8, 'hp_recovery_per_sec_by_max_hp_ratio': 0.07}",攻击距离缩短，攻击力+80%，每秒恢复最大生命的7%
2307,Guard,Ranged Guard 2,霜叶,1,4,587,1.3,8.0,Auto,4,0,-1.0,{'atk_scale': 0.8},[None],{'base_attack_time': 0.15},['攻击范围扩大，但攻击间隔略微增大'],"{'move_speed': -0.35, 'duration': 2.5, 'atk_scale': 1.35}",下次攻击造成攻击力135%的物理伤害，令命中目标在2秒内移动速度-35%
2307,Guard,Ranged Guard 2,霜叶,2,4,587,1.3,8.0,Auto,54,0,25.0,{'atk_scale': 0.8},[None],{'base_attack_time': 0.15},['攻击范围扩大，但攻击间隔略微增大'],"{'move_speed': -0.42, 'attack_speed': 35.0, 'prob': 0.25, 'debuff': 1.5}",攻击速度+35；每次攻击使命中目标移动速度-42%，并有25%的几率使其束缚（无法移动）1秒
2307,Guard,Ranged Guard 2,拉普兰德,1,5,677,1.3,0,Attack,33,0,-1.0,{'atk_scale': 0.8},[None],{'duration': 5.0},['攻击使目标的特殊能力失效，持续5秒'],"{'atk': 0.55, 'prob': 0.3}",攻击力+55%，有30%的概率抵挡物理伤害\n持续时间无限
2307,Guard,Ranged Guard 2,拉普兰德,2,5,677,1.3,0,Attack,24,0,17.0,{'atk_scale': 0.8},[None],{'duration': 5.0},['攻击使目标的特殊能力失效，持续5秒'],{'atk': 0.9},攻击力+90%，伤害类型变为法术，额外攻击一个目标，远程攻击不再降低攻击力\n技能自动开启
2307,Guard,Ranged Guard 3,银灰,1,6,671,1.3,0,Attack,3,0,0.0,{'atk_scale': 0.8},[None],"{'atk': 0.1, 'respawn_time': -0.1}","['攻击力+10%，所有干员的再部署时间-10%', '攻击范围内敌人的隐匿效果失效']",{'atk_scale': 2.25},下次攻击的攻击力提高至225%
2307,Guard,Ranged Guard 3,银灰,2,6,671,1.3,0,Auto,5,0,0.0,{'atk_scale': 0.8},[None],"{'atk': 0.1, 'respawn_time': -0.1}","['攻击力+10%，所有干员的再部署时间-10%', '攻击范围内敌人的隐匿效果失效']","{'def': 0.65, 'hp_recovery_per_sec_by_max_hp_ratio': 0.04}",可以在下列状态和初始状态间切换：\n攻击范围缩小，防御力+65%，每秒恢复最大生命的0
2307,Guard,Ranged Guard 3,银灰,3,6,671,1.3,0,Auto,90,60,26.0,{'atk_scale': 0.8},[None],"{'atk': 0.1, 'respawn_time': -0.1}","['攻击力+10%，所有干员的再部署时间-10%', '攻击范围内敌人的隐匿效果失效']","{'def': -0.7, 'atk': 1.4, 'attack@max_target': 5.0}",防御力-70%，攻击力+140%，攻击范围扩大，同时攻击至多5个目标（视为近距离攻击）
2307,Guard,Multiple Guard 2,艾丝黛尔,1,4,594,1.2,0,Auto,37,5,25.0,{},[],{'hp_ratio': 0.14},['周围8格内有敌人倒下时，恢复自身最大生命值14%<@ba.talpu>（+2%）</>的生命'],{'atk': 0.5},攻击力+50%
2307,Guard,Multiple Guard 2,艾丝黛尔,2,4,594,1.2,0,Defense,23,10,15.0,{},[],{'hp_ratio': 0.14},['周围8格内有敌人倒下时，恢复自身最大生命值14%<@ba.talpu>（+2%）</>的生命'],"{'atk': 1.15, 'block_cnt': 0.0}",攻击力+114%，不再成为其他角色的治疗目标
2307,Guard,Multiple Guard 2,暴行,1,5,597,1.2,0,Attack,4,0,0.0,{},[],"{'cnt': 2.0, 'atk': 0.1, 'def': 0.1}",['周围四格中有两格以上的高地地形时攻击力和防御力+10%'],{'atk_scale': 2.0},下次攻击的攻击力提高至200%
2307,Guard,Multiple Guard 2,暴行,2,5,597,1.2,0,Attack,19,0,0.0,{},[],"{'cnt': 2.0, 'atk': 0.1, 'def': 0.1}",['周围四格中有两格以上的高地地形时攻击力和防御力+10%'],"{'max_target': 4.0, 'atk_scale': 3.6}",对前方三格范围内至多4个敌人造成相当于攻击力360%的物理伤害
2307,Guard,Multiple Guard 2,幽灵鲨,1,5,695,1.2,0,Auto,35,10,30.0,{},[],"{'max_hp': 0.1, 'hp_recovery_per_sec_by_max_hp_ratio': 0.02}",['生命上限+10%，每秒回复最大生命2%的生命'],{'atk': 0.6},攻击力+60%
2307,Guard,Multiple Guard 2,幽灵鲨,2,5,695,1.2,0,Auto,43,30,12.0,{},[],"{'max_hp': 0.1, 'hp_recovery_per_sec_by_max_hp_ratio': 0.02}",['生命上限+10%，每秒回复最大生命2%的生命'],"{'atk': 1.0, 'stun': 10.0}",技能持续期间内干员的生命值始终不会低于1，攻击力+100%\n技能结束后干员晕眩10秒
2307,Guard,Multiple Guard 2,布洛卡,1,5,726,1.2,0,Auto,50,10,27.0,{},[],"{'atk': 0.12, 'def': 0.12, 'cnt': 2.0}",['阻挡两个以上的敌人时，攻击力和防御力+12%'],{'atk': 0.5},攻击力+50%，普通攻击造成法术伤害
2307,Guard,Multiple Guard 2,布洛卡,2,5,726,1.2,0,Auto,39,16,25.0,{},[],"{'atk': 0.12, 'def': 0.12, 'cnt': 2.0}",['阻挡两个以上的敌人时，攻击力和防御力+12%'],"{'atk': 1.4, 'attack@sluggish': 0.9, 'base_attack_time': 0.65, 'stun': 6.0}",攻击间隔增大，攻击距离加长，攻击力+140%，普通攻击造成法术伤害并使击中的敌人停顿0.9秒\n技能结束后晕眩6秒
2307,Guard,Multiple Guard 3,煌,1,6,701,1.2,0,Attack,3,0,0.0,{},[],"{'hp_ratio': 0.25, 'huang_t_1[heal].hp_ratio': 0.5, 'huang_t_1[lock].min_hp_ratio': 0.5, 'huang_t_1[lock].duration': 6.0, 'one_minus_status_resistance': -0.5, 'interval': 15.0}","['在生命值低于25%时，仅一次回复50%的生命值并在6秒内使生命值不低于50%', '在战场停留15秒后获得抵抗（晕眩、寒冷和冻结的持续时间减少50%）']",{'atk_scale': 2.25},下次攻击的攻击力提高至225%
2307,Guard,Multiple Guard 3,煌,2,6,701,1.2,0,Auto,80,0,-1.0,{},[],"{'hp_ratio': 0.25, 'huang_t_1[heal].hp_ratio': 0.5, 'huang_t_1[lock].min_hp_ratio': 0.5, 'huang_t_1[lock].duration': 6.0, 'one_minus_status_resistance': -0.5, 'interval': 15.0}","['在生命值低于25%时，仅一次回复50%的生命值并在6秒内使生命值不低于50%', '在战场停留15秒后获得抵抗（晕眩、寒冷和冻结的持续时间减少50%）']","{'atk': 0.7, 'def': 0.2}",攻击力+70%，防御力+20%，攻击距离加长\n持续时间无限
2307,Guard,Multiple Guard 3,煌,3,6,701,1.2,0,Auto,39,19,10.0,{},[],"{'hp_ratio': 0.25, 'huang_t_1[heal].hp_ratio': 0.5, 'huang_t_1[lock].min_hp_ratio': 0.5, 'huang_t_1[lock].duration': 6.0, 'one_minus_status_resistance': -0.5, 'interval': 15.0}","['在生命值低于25%时，仅一次回复50%的生命值并在6秒内使生命值不低于50%', '在战场停留15秒后获得抵抗（晕眩、寒冷和冻结的持续时间减少50%）']","{'atk': 0.6, 'def': 0.6, 'hp_ratio': 0.25, 'damage_by_atk_scale': 3.4}",技能开启后，攻击力和防御力逐渐增至+60%并对前方一格内的敌方单位进行切割。技能结束时对附近所有敌人造成此时攻击力340%的物理伤害，自己损失25%的生命值
2307,Guard,Berserk Guard 2,宴,1,4,678,1.2,0,Auto,15,6,8.0,{'value': 70.0},['不成为其他角色的治疗目标，每次攻击到敌人后回复自身<@ba.kw>{value}</>生命'],"{'min_attack_speed': 100.0, 'max_attack_speed': 0.0, 'max_hp_ratio': 1.0, 'min_hp_ratio': 0.3}",['根据已损失的生命值，提高攻击速度（损失70%生命值时达到最大可提升攻击速度100）'],"{'def': 1.6, 'hp_recovery_per_sec_by_max_hp_ratio': 0.08}",停止攻击，阻挡数变为0，防御力+160%，每秒恢复8%的最大生命值
2307,Guard,Berserk Guard 2,宴,2,4,678,1.2,0,Passive,0,0,-1.0,{'value': 70.0},['不成为其他角色的治疗目标，每次攻击到敌人后回复自身<@ba.kw>{value}</>生命'],"{'min_attack_speed': 100.0, 'max_attack_speed': 0.0, 'max_hp_ratio': 1.0, 'min_hp_ratio': 0.3}",['根据已损失的生命值，提高攻击速度（损失70%生命值时达到最大可提升攻击速度100）'],"{'atk': 0.8, 'duration': 15.0, 'hp_ratio': 0.5, 'respawn_time': 1.0}",部署后立即损失50%当前生命，并在15秒内攻击力+80%，伤害类型变为法术
2307,Guard,Berserk Guard 3,赫拉格,1,6,744,1.2,0,Attack,3,0,0.0,{'value': 70.0},['不成为其他角色的治疗目标，每次攻击到敌人后回复自身<@ba.kw>{value}</>生命'],"{'min_attack_speed': 100.0, 'max_attack_speed': 0.0, 'max_hp_ratio': 1.0, 'min_hp_ratio': 0.3, 'hp_recovery_per_sec': 60.0}","['根据已损失的生命值，提高攻击速度（损失70%生命值时达到最大可提升攻击速度100）', '未阻挡敌人时每秒回复60生命']",{'atk_scale': 1.45},下次攻击的攻击力提升至145%，并连续攻击两次
2307,Guard,Berserk Guard 3,赫拉格,2,6,744,1.2,0,Auto,29,10,12.0,{'value': 70.0},['不成为其他角色的治疗目标，每次攻击到敌人后回复自身<@ba.kw>{value}</>生命'],"{'min_attack_speed': 100.0, 'max_attack_speed': 0.0, 'max_hp_ratio': 1.0, 'min_hp_ratio': 0.3, 'hp_recovery_per_sec': 60.0}","['根据已损失的生命值，提高攻击速度（损失70%生命值时达到最大可提升攻击速度100）', '未阻挡敌人时每秒回复60生命']","{'atk': 0.5, 'prob': 0.75}",攻击力+50%，攻击变为二连击，获得75%的物理闪避
2307,Guard,Berserk Guard 3,赫拉格,3,6,744,1.2,0,Auto,41,15,14.0,{'value': 70.0},['不成为其他角色的治疗目标，每次攻击到敌人后回复自身<@ba.kw>{value}</>生命'],"{'min_attack_speed': 100.0, 'max_attack_speed': 0.0, 'max_hp_ratio': 1.0, 'min_hp_ratio': 0.3, 'hp_recovery_per_sec': 60.0}","['根据已损失的生命值，提高攻击速度（损失70%生命值时达到最大可提升攻击速度100）', '未阻挡敌人时每秒回复60生命']","{'atk': 0.7, 'ability_range_forward_extend': 1.0, 'attack@max_target': 3.0}",攻击力+70%，攻击范围+1格，最多可以同时攻击3个目标
2307,Guard,Double Guard 2,刻刀,1,4,585,1.3,0,Attack,14,5,0.0,{},[],"{'sp': 1.0, 'prob': 0.23}",['普通攻击击中敌人时有23%<@ba.talpu>（+3%）</>的几率额外回复1点技力'],"{'atk_scale': 2.8, 'times': 4.0}",立即投掷4把飞刀随机攻击前方的敌人，每把造成相当于攻击力280%的物理伤害
2307,Guard,Double Guard 2,刻刀,2,4,585,1.3,0,Attack,15,2,0.0,{},[],"{'sp': 1.0, 'prob': 0.23}",['普通攻击击中敌人时有23%<@ba.talpu>（+3%）</>的几率额外回复1点技力'],"{'max_target': 6.0, 'atk_scale': 3.8, 'cutter_s_2[drone].atk_scale': 2.0}",对周围最多6个敌人造成相当于攻击力380%的物理伤害\n对飞行单位的攻击力系数加倍
2307,Guard,Double Guard 2,柏喙,1,5,594,1.3,0,Attack,3,0,0.0,{},[],"{'attack_speed': 6.0, 'max_stack_cnt': 5.0}",['每击杀一名敌人后获得+6攻击速度（最多叠加5次）'],"{'atk_scale': 1.5, 'ranged@atk_scale': 1.5}",下次攻击的攻击力提高至150%，且额外对前方另一名敌人造成攻击力150%的法术伤害
2307,Guard,Double Guard 2,柏喙,2,5,594,1.3,0,Attack,10,2,0.0,{},[],"{'attack_speed': 6.0, 'max_stack_cnt': 5.0}",['每击杀一名敌人后获得+6攻击速度（最多叠加5次）'],"{'max_target': 6.0, 'stun': 1.2, 'atk_scale': 1.7}",对前方范围内最多6名敌人造成相当于攻击力170%的法术伤害，并令其晕眩1.2秒\n可充能3次
2307,Guard,Double Guard 3,陈,1,6,565,1.3,0,Attack,5,0,0.0,{},[],"{'interval': 4.0, 'sp': 1.0, 'atk': 0.05, 'def': 0.05, 'prob': 0.1}","['在场时每4秒回复全场友方角色1点攻击/受击技力', '攻击力+5%，防御力+5%，物理闪避+10%']","{'atk_scale': 2.6, 'stun': 1.5}",下次攻击使用刀鞘砸向敌人，造成相当于攻击力260%的物理伤害，令命中目标晕眩1秒
2307,Guard,Double Guard 3,陈,2,6,565,1.3,0,Attack,25,14,0.0,{},[],"{'interval': 4.0, 'sp': 1.0, 'atk': 0.05, 'def': 0.05, 'prob': 0.1}","['在场时每4秒回复全场友方角色1点攻击/受击技力', '攻击力+5%，防御力+5%，物理闪避+10%']","{'atk_scale': 4.1, 'max_target': 6.0}",对前方范围内最多6名敌人造成相当于攻击力409%的物理和相当于攻击力409%的法术伤害
2307,Guard,Double Guard 3,陈,3,6,565,1.3,0,Attack,36,10,0.0,{},[],"{'interval': 4.0, 'sp': 1.0, 'atk': 0.05, 'def': 0.05, 'prob': 0.1}","['在场时每4秒回复全场友方角色1点攻击/受击技力', '攻击力+5%，防御力+5%，物理闪避+10%']","{'atk_scale': 2.6, 'times': 10.0, 'stun': 3.0}",向周围寻找最近的敌方目标，对其发动10次连续斩击，每次造成相当于攻击力260%的物理伤害，并在最后一击时使目标晕眩3秒
2307,Guard,Box Guard 2,猎蜂,1,4,494,0.78,0,Passive,0,0,0.0,{},[],"{'max_stack_cnt': 5.0, 'atk': 0.06}",['攻击相同目标时每次攻击可提高自身攻击力6%<@ba.talpu>（+1%）</>，最多可叠加5层。更换目标会失去之前叠加的效果'],{'prob': 0.4},获得40%的物理闪避
2307,Guard,Box Guard 2,猎蜂,2,4,494,0.78,0,Auto,30,0,10.0,{},[],"{'max_stack_cnt': 5.0, 'atk': 0.06}",['攻击相同目标时每次攻击可提高自身攻击力6%<@ba.talpu>（+1%）</>，最多可叠加5层。更换目标会失去之前叠加的效果'],{'base_attack_time': -0.55},攻击间隔较大幅度减小
2307,Guard,Box Guard 2,因陀罗,1,5,515,0.78,0,Attack,4,0,0.0,{},[],"{'tiger_t_1[evade].prob': 0.3, 'charge_on_evade.atk': 1.0}",['有30%的概率闪避敌人的近战物理攻击，成功闪避后自身下一次攻击攻击力+100%'],"{'atk': 1.1, 'def_penetrate': 0.45}",下次攻击的攻击力+110%，无视目标防御45%
2307,Guard,Box Guard 2,因陀罗,2,5,515,0.78,0,Auto,50,10,25.0,{},[],"{'tiger_t_1[evade].prob': 0.3, 'charge_on_evade.atk': 1.0}",['有30%的概率闪避敌人的近战物理攻击，成功闪避后自身下一次攻击攻击力+100%'],"{'atk': 0.75, 'heal_scale': 0.2}",攻击力+75%，伤害类型变为法术，每次攻击恢复相当于造成伤害20%的生命
2307,Caster,Single Caster 2,夜烟,1,4,585,1.6,0,Auto,37,5,25.0,{},[],"{'duration': 1.0, 'magic_resistance': -0.23}",['攻击使目标法术抗性-23%<@ba.talpu>（+3%）</>，持续1秒'],{'atk': 0.5},攻击力+50%
2307,Caster,Single Caster 2,夜烟,2,4,585,1.6,0,Auto,30,0,25.0,{},[],"{'duration': 1.0, 'magic_resistance': -0.23}",['攻击使目标法术抗性-23%<@ba.talpu>（+3%）</>，持续1秒'],"{'attack_speed': 45.0, 'atk': 0.45, 'max_hp': -0.75}",最大生命值-75%；攻击力+45%，攻击速度+45
2307,Caster,Single Caster 2,夜魔,1,5,629,1.6,0,Auto,80,40,60.0,{},[],"{'prob': 0.4, 'atk': 0.15}",['装备技能1时获得40%的物理和法术闪避，装备技能2时获得+15%攻击力'],"{'attack@heal_scale': 0.7, 'attack@max_target': 1.0}",每次攻击对敌人造成伤害的同时会对范围内至多1名友方单位恢复相当于伤害量70%的生命值
2307,Caster,Single Caster 2,夜魔,2,5,629,1.6,0,Auto,24,0,-1.0,{},[],"{'prob': 0.4, 'atk': 0.15}",['装备技能1时获得40%的物理和法术闪避，装备技能2时获得+15%攻击力'],"{'move_speed': -0.6, 'max_target': 3.0, 'interval': 0.33, 'value': 1200.0, 'duration': 7.0}",立即对攻击范围内最多3名敌人施加梦魇效果：\n敌人的移动速度-60%，并令其在移动时受到正比于距离的真实伤害，持续7秒
2307,Caster,Single Caster 3,阿米娅,1,5,620,1.6,0,Auto,32,10,30.0,{},[],"{'amiya_t_1[atk].sp': 2.0, 'amiya_t_1[kill].sp': 8.0}",['攻击敌人时额外回复2点技力，消灭敌人后额外获得8点技力'],{'attack_speed': 60.0},攻击速度+60
2307,Caster,Single Caster 3,阿米娅,2,5,620,1.6,0,Auto,100,0,25.0,{},[],"{'amiya_t_1[atk].sp': 2.0, 'amiya_t_1[kill].sp': 8.0}",['攻击敌人时额外回复2点技力，消灭敌人后额外获得8点技力'],"{'attack@atk_scale': 0.45, 'attack@times': 7.0, 'stun': 10.0}",每次攻击变为攻击力45%的7连发，随机攻击范围内的目标\n技能自动开启，持续时间结束后阿米娅晕眩10秒
2307,Caster,Single Caster 3,阿米娅,3,5,620,1.6,0,Auto,120,0,30.0,{},[],"{'amiya_t_1[atk].sp': 2.0, 'amiya_t_1[kill].sp': 8.0}",['攻击敌人时额外回复2点技力，消灭敌人后额外获得8点技力'],"{'atk': 1.6, 'max_hp': 0.75}",攻击力+160%，生命上限+75%，攻击范围扩大，伤害类型变为真实\n技能结束后阿米娅强制退出战场
2307,Caster,Single Caster 3,艾雅法拉,1,6,661,1.6,0,Auto,39,20,25.0,{},[],"{'atk': 0.14, 'sp_min': 7.0, 'sp_max': 16.0}","['在场时，所有友方【术师】职业干员的攻击力+14%', '部署后立即随机获得一定的技力']","{'amgoat_s_1[a].attack_speed': 45.0, 'amgoat_s_1[b].attack_speed': 45.0, 'amgoat_s_1[b].atk': 0.45}",攻击速度+45\n第二次及以后使用时追加攻击力+45%的效果
2307,Caster,Single Caster 3,艾雅法拉,2,6,661,1.6,0,Auto,6,0,-1.0,{},[],"{'atk': 0.14, 'sp_min': 7.0, 'sp_max': 16.0}","['在场时，所有友方【术师】职业干员的攻击力+14%', '部署后立即随机获得一定的技力']","{'atk_scale': 1.55, 'atk_scale_2': 1.55, 'fk': 3.1, 'ct': 2.0, 'duration': 6.0, 'magic_resistance': -0.2}",下次攻击造成相当于攻击力310%的法术伤害，命中目标周围的敌人受到一半的爆炸伤害且在6秒内法术抗性-20%\n可充能2次
2307,Caster,Single Caster 3,艾雅法拉,3,6,661,1.6,0,Auto,80,40,15.0,{},[],"{'atk': 0.14, 'sp_min': 7.0, 'sp_max': 16.0}","['在场时，所有友方【术师】职业干员的攻击力+14%', '部署后立即随机获得一定的技力']","{'atk': 0.85, 'base_attack_time': -1.1, 'attack@max_target': 5.0}",攻击力+85%，攻击范围增大，攻击间隔大幅度缩短，攻击变为随机对攻击范围内至多5个敌人发射熔岩
2307,Caster,Single Caster 3,刻俄柏,1,6,680,1.6,0,Auto,7,0,-1.0,{},[],"{'atk_scale': 0.4, 'atk': 0.08, 'attack_speed': 8.0}","['攻击时对目标额外造成相当于其防御力40%的法术伤害', '当周围四格内没有其他友方单位时，攻击力+8%，攻击速度+8']","{'atk_scale': 1.8, 'duration': 2.5, 'cnt': 2.0}",下次攻击的攻击力提升至180%，优先攻击没有被阻挡的目标，并令目标束缚2秒\n可充能2次
2307,Caster,Single Caster 3,刻俄柏,2,6,680,1.6,0,Auto,44,16,36.0,{},[],"{'atk_scale': 0.4, 'atk': 0.08, 'attack_speed': 8.0}","['攻击时对目标额外造成相当于其防御力40%的法术伤害', '当周围四格内没有其他友方单位时，攻击力+8%，攻击速度+8']",{'base_attack_time': 0.4},攻击间隔较大幅度缩短，优先攻击防御力最高的目标
2307,Caster,Single Caster 3,刻俄柏,3,6,680,1.6,0,Auto,80,47,57.0,{},[],"{'atk_scale': 0.4, 'atk': 0.08, 'attack_speed': 8.0}","['攻击时对目标额外造成相当于其防御力40%的法术伤害', '当周围四格内没有其他友方单位时，攻击力+8%，攻击速度+8']","{'atk': 1.6, 'attack@silence': 3.0}",攻击范围扩大，攻击力+160%，伤害类型变为物理，优先攻击防御力最低的目标，并令其失去特殊能力3秒
2307,Caster,Splash Caster 2,格雷伊,1,4,585,2.9,6.0,Auto,37,5,25.0,{},[],{'sluggish': 0.6},['攻击时对攻击目标造成0.6秒的停顿'],{'attack_speed': 45.0},攻击速度+45
2307,Caster,Splash Caster 2,格雷伊,2,4,585,2.9,6.0,Auto,60,0,26.0,{},[],{'sluggish': 0.6},['攻击时对攻击目标造成0.6秒的停顿'],"{'attack_speed': 65.0, 'talent_scale': 1.7}",攻击速度+65，天赋停顿的持续时间提升至1.7倍
